genome	magscot_domain	magscot_score	cluster_97_final	genome_rep97	GreatApes_95_final	kingdom	phylum	class	order	family	genus	species	in_manara	in_uhgg	novel
H07618-L1_cleanbin_000075	Bacteria	0.541666666666667	HsA1_cluster97_000348	H07618-L1_cleanbin_000075	GreatApes_cluster95_005547	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C_spGreatApes005547	FALSE	FALSE	TRUE
MGYG000000286	Bacteria	0.716666666666667	MGYG000000286	MGYG000000286	GreatApes_cluster95_005548	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__JAHALF01	s__JAHALF01_sp018371275	FALSE	TRUE	FALSE
H07667-L1_cleanbin_000075	Bacteria	0.716666666666667	Ptschw_cluster97_000237	H07667-L1_cleanbin_000075	GreatApes_cluster95_005549	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__UBA4951	s__UBA4951_spGreatApes005549	FALSE	FALSE	TRUE
H07681-L1_cleanbin_000061	Bacteria	0.716666666666667	Ppan_cluster97_000240	H07681-L1_cleanbin_000061	GreatApes_cluster95_005550	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__Coprosoma	s__Coprosoma_spGreatApes005550	FALSE	FALSE	TRUE
ManaraSGB20252	Bacteria	0.716287878787879	ManaraSGB20252	ManaraSGB20252	GreatApes_cluster95_005551	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes005551	TRUE	FALSE	FALSE
ManaraSGB20074	Bacteria	0.716287878787879	ManaraSGB20074	ManaraSGB20074	GreatApes_cluster95_005552	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005552	TRUE	FALSE	FALSE
ManaraSGB19997	Bacteria	0.716287878787879	ManaraSGB19997	ManaraSGB19997	GreatApes_cluster95_005553	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA3839	s__UBA3839_spGreatApes005553	TRUE	FALSE	FALSE
ManaraSGB20999	Bacteria	0.716287878787879	ManaraSGB20999	ManaraSGB20999	GreatApes_cluster95_005554	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__UBA4951	s__UBA4951_spGreatApes005554	TRUE	FALSE	FALSE
H07689-L1_cleanbin_000045	Bacteria	0.716287878787879	Pttrog_cluster97_000091	H07689-L1_cleanbin_000045	GreatApes_cluster95_005555	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes005555	FALSE	FALSE	TRUE
MGYG000000908	Bacteria	0.716287878787879	MGYG000000908	MGYG000000908	GreatApes_cluster95_005556	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Beduini	s__Beduini_sp900550005	FALSE	TRUE	FALSE
MGYG000004772	Bacteria	0.715705128205128	MGYG000004772	MGYG000004772	GreatApes_cluster95_005557	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005557	FALSE	TRUE	FALSE
H07600-L1_cleanbin_000047	Bacteria	0.715705128205128	Ptver_cluster97_000320	H07600-L1_cleanbin_000047	GreatApes_cluster95_005558	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum_spGreatApes005558	FALSE	FALSE	TRUE
MGYG000004462	Bacteria	0.715086206896552	MGYG000004462	MGYG000004462	GreatApes_cluster95_005559	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005559	FALSE	TRUE	FALSE
H07627-L1_cleanbin_000053	Bacteria	0.71502808988764	Gberingei_cluster97_000161	H07627-L1_cleanbin_000053	GreatApes_cluster95_005560	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__Ornithospirochaeta	s__Ornithospirochaeta_spGreatApes005560	FALSE	FALSE	TRUE
H07602-L1_cleanbin_000048	Bacteria	0.609199134199134	Gberingei_cluster97_000161	H07627-L1_cleanbin_000053	GreatApes_cluster95_005560	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__Ornithospirochaeta	s__Ornithospirochaeta_spGreatApes005560	FALSE	FALSE	TRUE
MGYG000000300	Bacteria	0.714377289377289	MGYG000000300	MGYG000000300	GreatApes_cluster95_005561	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427_spGreatApes005561	FALSE	TRUE	FALSE
MGYG000003724	Bacteria	0.714377289377289	MGYG000003724	MGYG000003724	GreatApes_cluster95_005562	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_spGreatApes005562	FALSE	TRUE	FALSE
G02608-L1_cleanbin_000027	Bacteria	0.713576779026217	Ptver_cluster97_000321	G02608-L1_cleanbin_000027	GreatApes_cluster95_005563	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes005563	FALSE	FALSE	TRUE
MGYG000001020	Bacteria	0.713576779026217	MGYG000001020	MGYG000001020	GreatApes_cluster95_005564	d__Bacteria	p__Firmicutes_B	c__Dehalobacteriia	o__UBA7702	f__UBA7702	g__UBA7702	s__UBA7702_spGreatApes005564	FALSE	TRUE	FALSE
ManaraSGB20065	Bacteria	0.713576779026217	ManaraSGB20065	ManaraSGB20065	GreatApes_cluster95_005565	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005565	TRUE	FALSE	FALSE
MGYG000004040	Bacteria	0.713576779026217	MGYG000004040	MGYG000004040	GreatApes_cluster95_005566	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005566	FALSE	TRUE	FALSE
ManaraSGB21194	Bacteria	0.713576779026217	ManaraSGB21194	ManaraSGB21194	GreatApes_cluster95_005567	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__UBA3207	s__UBA3207_spGreatApes005567	TRUE	FALSE	FALSE
H07676-L1_cleanbin_000074	Bacteria	0.713505747126437	Ptschw_cluster97_000238	H07676-L1_cleanbin_000074	GreatApes_cluster95_005568	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_spGreatApes005568	FALSE	FALSE	TRUE
H07670-L1_cleanbin_000048	Bacteria	0.633333333333333	Ptschw_cluster97_000238	H07676-L1_cleanbin_000074	GreatApes_cluster95_005568	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_spGreatApes005568	FALSE	FALSE	TRUE
MGYG000003252	Bacteria	0.713505747126437	MGYG000003252	MGYG000003252	GreatApes_cluster95_005569	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_sp900761785	FALSE	TRUE	FALSE
ManaraSGB20059	Bacteria	0.713505747126437	ManaraSGB20059	ManaraSGB20059	GreatApes_cluster95_005570	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005570	TRUE	FALSE	FALSE
MGYG000002877	Bacteria	0.713505747126437	MGYG000002877	MGYG000002877	GreatApes_cluster95_005571	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_sp900550365	FALSE	TRUE	FALSE
H07613-L1_cleanbin_000027	Bacteria	0.713505747126437	Ggorilla_cluster97_000073	H07613-L1_cleanbin_000027	GreatApes_cluster95_005572	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238_spGreatApes005572	FALSE	FALSE	TRUE
MGYG000002052	Bacteria	0.713505747126437	MGYG000002052	MGYG000002052	GreatApes_cluster95_005573	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Stomatobaculum	s__Stomatobaculum_longum_A	FALSE	TRUE	FALSE
MGYG000003297	Bacteria	0.713505747126437	MGYG000003297	MGYG000003297	GreatApes_cluster95_005574	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__GreatApes005574	s__GreatApes005574_spGreatApes005574	FALSE	TRUE	FALSE
MGYG000003005	Bacteria	0.713505747126437	MGYG000003005	MGYG000003005	GreatApes_cluster95_005575	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__Ruminococcus_sp017462565	TRUE	TRUE	FALSE
ManaraSGB4229	Bacteria	0.618333333333333	ManaraSGB4229	ManaraSGB4229	GreatApes_cluster95_005575	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__Ruminococcus_sp017462565	TRUE	TRUE	FALSE
MGYG000002000	Bacteria	0.713505747126437	MGYG000002000	MGYG000002000	GreatApes_cluster95_005576	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__CAG-917	s__CAG-917_spGreatApes005576	FALSE	TRUE	FALSE
ManaraSGB20072	Bacteria	0.712903225806452	ManaraSGB20072	ManaraSGB20072	GreatApes_cluster95_005577	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005577	TRUE	FALSE	FALSE
H07647-L1_cleanbin_000066	Bacteria	0.712719298245614	Ptschw_cluster97_000239	H07647-L1_cleanbin_000066	GreatApes_cluster95_005578	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2_spGreatApes005578	FALSE	FALSE	TRUE
SRR8978467_cleanbin_000004	Bacteria	0.712719298245614	ZcambellPan_cluster97_000038	SRR8978467_cleanbin_000004	GreatApes_cluster95_005579	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes005579	FALSE	FALSE	TRUE
MGYG000003273	Bacteria	0.7125	MGYG000003273	MGYG000003273	GreatApes_cluster95_005580	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RUG11200	s__RUG11200_spGreatApes005580	FALSE	TRUE	FALSE
MGYG000002830	Bacteria	0.7125	MGYG000002830	MGYG000002830	GreatApes_cluster95_005581	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_sp900552715	FALSE	TRUE	FALSE
ManaraSGB20471	Bacteria	0.711111111111111	ManaraSGB20471	ManaraSGB20471	GreatApes_cluster95_005582	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-127	s__CAG-127_spGreatApes005582	TRUE	FALSE	FALSE
H07607-L1_cleanbin_000039	Bacteria	0.711111111111111	Ppan_cluster97_000243	H07607-L1_cleanbin_000039	GreatApes_cluster95_005583	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A_spGreatApes005583	FALSE	FALSE	TRUE
H07682-L1_cleanbin_000080	Bacteria	0.525735294117647	Ppan_cluster97_000243	H07607-L1_cleanbin_000039	GreatApes_cluster95_005583	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A_spGreatApes005583	FALSE	FALSE	TRUE
MGYG000002823	Bacteria	0.710852713178295	MGYG000002823	MGYG000002823	GreatApes_cluster95_005584	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter_bugandensis	FALSE	TRUE	FALSE
MGYG000000767	Bacteria	0.710852713178295	MGYG000000767	MGYG000000767	GreatApes_cluster95_005585	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Paraeggerthella	s__Paraeggerthella_hongkongensis	FALSE	TRUE	FALSE
MGYG000000947	Bacteria	0.710852713178295	MGYG000000947	MGYG000000947	GreatApes_cluster95_005586	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_sp900553935	FALSE	TRUE	FALSE
ManaraSGB20758	Bacteria	0.710852713178295	ManaraSGB20758	ManaraSGB20758	GreatApes_cluster95_005587	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus_sp002431965	TRUE	FALSE	FALSE
ManaraSGB20768	Bacteria	0.710852713178295	ManaraSGB20768	ManaraSGB20768	GreatApes_cluster95_005588	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__Onthomonas_spGreatApes005588	TRUE	FALSE	FALSE
ManaraSGB21193	Bacteria	0.710852713178295	ManaraSGB21193	ManaraSGB21193	GreatApes_cluster95_005589	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-288	g__Enterosoma	s__Enterosoma_spGreatApes005589	TRUE	FALSE	FALSE
ManaraSGB21065	Bacteria	0.710852713178295	ManaraSGB21065	ManaraSGB21065	GreatApes_cluster95_005590	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__UBA7868	s__UBA7868_spGreatApes005590	TRUE	FALSE	FALSE
MGYG000002942	Bacteria	0.710852713178295	MGYG000002942	MGYG000002942	GreatApes_cluster95_005591	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosynbacteraceae	g__Nanosynbacter	s__Nanosynbacter_sp900555885	FALSE	TRUE	FALSE
MGYG000003803	Bacteria	0.710606060606061	MGYG000003803	MGYG000003803	GreatApes_cluster95_005592	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea_conspicua	FALSE	TRUE	FALSE
ManaraSGB20284	Bacteria	0.710606060606061	ManaraSGB20284	ManaraSGB20284	GreatApes_cluster95_005593	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-448	s__CAG-448_spGreatApes005593	TRUE	FALSE	FALSE
G02649-L1_cleanbin_000058	Bacteria	0.710017730496454	Ptver_cluster97_000323	G02649-L1_cleanbin_000058	GreatApes_cluster95_005594	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__HGM13634	s__HGM13634_spGreatApes005594	FALSE	FALSE	TRUE
MGYG000004169	Bacteria	0.709410112359551	MGYG000004169	MGYG000004169	GreatApes_cluster95_005595	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS2037	s__UMGS2037_sp900557385	FALSE	TRUE	FALSE
MGYG000002245	Bacteria	0.708882783882784	MGYG000002245	MGYG000002245	GreatApes_cluster95_005596	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS1312	s__UMGS1312_spGreatApes005596	FALSE	TRUE	FALSE
ManaraSGB20450	Bacteria	0.708882783882784	ManaraSGB20450	ManaraSGB20450	GreatApes_cluster95_005597	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas_spGreatApes005597	TRUE	FALSE	FALSE
MGYG000003023	Bacteria	0.708333333333333	MGYG000003023	MGYG000003023	GreatApes_cluster95_005598	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Parasutterella	s__Parasutterella_sp900554375	FALSE	TRUE	FALSE
MGYG000000757	Bacteria	0.708333333333333	MGYG000000757	MGYG000000757	GreatApes_cluster95_005599	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Negativicoccaceae	g__Negativicoccus	s__Negativicoccus_massiliensis	FALSE	TRUE	FALSE
H07625-L1_cleanbin_000037	Bacteria	0.708333333333333	HsA1_cluster97_000265	H07625-L1_cleanbin_000037	GreatApes_cluster95_005600	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873_spGreatApes005600	FALSE	FALSE	TRUE
H07665-L1_cleanbin_000016	Bacteria	0.708333333333333	Pttrog_cluster97_000093	H07665-L1_cleanbin_000016	GreatApes_cluster95_005601	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma_spGreatApes005601	FALSE	FALSE	TRUE
H07645-L1_cleanbin_000054	Bacteria	0.708333333333333	Ptver_cluster97_000324	H07645-L1_cleanbin_000054	GreatApes_cluster95_005602	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella_spGreatApes005602	FALSE	FALSE	TRUE
G02608-L1_cleanbin_000028	Bacteria	0.691666666666667	Ptver_cluster97_000324	H07645-L1_cleanbin_000054	GreatApes_cluster95_005602	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella_spGreatApes005602	FALSE	FALSE	TRUE
H07621-L1_cleanbin_000011	Bacteria	0.708333333333333	HsA2_cluster97_000241	H07621-L1_cleanbin_000011	GreatApes_cluster95_005603	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005603	FALSE	FALSE	TRUE
MGYG000003917	Bacteria	0.708333333333333	MGYG000003917	MGYG000003917	GreatApes_cluster95_005604	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005604	FALSE	TRUE	FALSE
ManaraSGB20750	Bacteria	0.708333333333333	ManaraSGB20750	ManaraSGB20750	GreatApes_cluster95_005605	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_spGreatApes005605	TRUE	FALSE	FALSE
ManaraSGB21000	Bacteria	0.708333333333333	ManaraSGB21000	ManaraSGB21000	GreatApes_cluster95_005606	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__UBA4951	s__UBA4951_sp002297365	TRUE	FALSE	FALSE
MGYG000003632	Bacteria	0.707958801498127	MGYG000003632	MGYG000003632	GreatApes_cluster95_005607	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_sp900771065	FALSE	TRUE	FALSE
MGYG000004107	Bacteria	0.707958801498127	MGYG000004107	MGYG000004107	GreatApes_cluster95_005608	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma_spGreatApes005608	FALSE	TRUE	FALSE
H07654-L1_cleanbin_000063	Bacteria	0.707958801498127	Ppan_cluster97_000246	H07654-L1_cleanbin_000063	GreatApes_cluster95_005609	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter_spGreatApes005609	FALSE	FALSE	TRUE
MGYG000001892	Bacteria	0.707758620689655	MGYG000001892	MGYG000001892	GreatApes_cluster95_005610	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aphodousia	s__Aphodousia_sp905201055	FALSE	TRUE	FALSE
MGYG000004775	Bacteria	0.707758620689655	MGYG000004775	MGYG000004775	GreatApes_cluster95_005611	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA1390	g__NSJ-32	s__NSJ-32_spGreatApes005611	FALSE	TRUE	FALSE
MGYG000002018	Bacteria	0.706439393939394	MGYG000002018	MGYG000002018	GreatApes_cluster95_005612	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum_sp900754855	FALSE	TRUE	FALSE
H07683-L1_cleanbin_000062	Bacteria	0.705763239875389	Ppan_cluster97_000247	H07683-L1_cleanbin_000062	GreatApes_cluster95_005613	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister_spGreatApes005613	FALSE	FALSE	TRUE
MGYG000003291	Bacteria	0.705243445692884	MGYG000003291	MGYG000003291	GreatApes_cluster95_005614	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii_M	FALSE	TRUE	FALSE
MGYG000000711	Bacteria	0.705038759689922	MGYG000000711	MGYG000000711	GreatApes_cluster95_005615	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238_spGreatApes005615	FALSE	TRUE	FALSE
MGYG000002005	Bacteria	0.705038759689922	MGYG000002005	MGYG000002005	GreatApes_cluster95_005616	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__BX7	g__Galloscillospira_B	s__Galloscillospira_B_spGreatApes005616	FALSE	TRUE	FALSE
MGYG000004217	Bacteria	0.705038759689922	MGYG000004217	MGYG000004217	GreatApes_cluster95_005617	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005617	FALSE	TRUE	FALSE
H07631-L1_cleanbin_000057	Bacteria	0.705038759689922	Gberingei_cluster97_000163	H07631-L1_cleanbin_000057	GreatApes_cluster95_005618	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-552	g__UBA10677	s__UBA10677_spGreatApes005618	FALSE	FALSE	TRUE
MGYG000002239	Bacteria	0.705038759689922	MGYG000002239	MGYG000002239	GreatApes_cluster95_005619	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__UMGS1613	s__UMGS1613_sp900553395	FALSE	TRUE	FALSE
ManaraSGB20305	Bacteria	0.705038759689922	ManaraSGB20305	ManaraSGB20305	GreatApes_cluster95_005620	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__51-20	s__51-20_spGreatApes005620	TRUE	FALSE	FALSE
MGYG000004572	Bacteria	0.704924242424242	MGYG000004572	MGYG000004572	GreatApes_cluster95_005621	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B_massiliensis_A	FALSE	TRUE	FALSE
MGYG000002094	Bacteria	0.703591954022988	MGYG000002094	MGYG000002094	GreatApes_cluster95_005622	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__GreatApes005622	s__GreatApes005622_spGreatApes005622	FALSE	TRUE	FALSE
MGYG000002985	Bacteria	0.703388278388278	MGYG000002985	MGYG000002985	GreatApes_cluster95_005623	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A_sp900551715	FALSE	TRUE	FALSE
MGYG000000376	Bacteria	0.702450980392157	MGYG000000376	MGYG000000376	GreatApes_cluster95_005624	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanoperiomorbaceae	g__Nanoperiomorbus	s__Nanoperiomorbus_spGreatApes005624	FALSE	TRUE	FALSE
MGYG000003167	Bacteria	0.702450980392157	MGYG000003167	MGYG000003167	GreatApes_cluster95_005625	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005625	FALSE	TRUE	FALSE
MGYG000004682	Bacteria	0.702450980392157	MGYG000004682	MGYG000004682	GreatApes_cluster95_005626	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_sp905214895	FALSE	TRUE	FALSE
H07607-L1_cleanbin_000040	Bacteria	0.702450980392157	Ppan_cluster97_000248	H07607-L1_cleanbin_000040	GreatApes_cluster95_005627	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister_spGreatApes005627	FALSE	FALSE	TRUE
ManaraSGB20616	Bacteria	0.702450980392157	ManaraSGB20616	ManaraSGB20616	GreatApes_cluster95_005628	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA7597	s__UBA7597_spGreatApes005628	TRUE	FALSE	FALSE
MGYG000003776	Bacteria	0.702450980392157	MGYG000003776	MGYG000003776	GreatApes_cluster95_005629	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Saccharofermentanales	f__DTU023	g__SFGY01	s__SFGY01_spGreatApes005629	FALSE	TRUE	FALSE
MGYG000003470	Bacteria	0.702011494252874	MGYG000003470	MGYG000003470	GreatApes_cluster95_005630	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA4372	s__UBA4372_sp017622815	FALSE	TRUE	FALSE
MGYG000004640	Bacteria	0.702011494252874	MGYG000004640	MGYG000004640	GreatApes_cluster95_005631	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_sp900551055	FALSE	TRUE	FALSE
MGYG000002098	Bacteria	0.702011494252874	MGYG000002098	MGYG000002098	GreatApes_cluster95_005632	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Ventricola	s__Ventricola_spGreatApes005632	FALSE	TRUE	FALSE
